partner_iso,partner_id,period,period_id,cmd_code,product,is_parts,treated,post,ddd_treat,trade_value_m_usd,trade_value_usd,net_mass_kg,log_trade_val,partner_cmd,period_cmd,partner_period
DEU,2,202407,19,851713,phone,0,0,0,0,0.1212,121195.0,138.612,-2.110313205346923,DEU_phone,202407_phone,DEU_202407
CHN,1,202407,19,851713,phone,0,0,0,0,3027.2796,3027279650.0,3462331.086,8.015419673437858,CHN_phone,202407_phone,CHN_202407
PHL,8,202408,20,851713,phone,0,0,0,0,0.0704,70404.0,80.522,-2.65356201581814,PHL_phone,202408_phone,PHL_202408
MYS,7,202408,20,851713,phone,0,0,0,0,6.1939,6193915.0,7084.045,1.8235649367645659,MYS_phone,202408_phone,MYS_202408
THA,9,202408,20,851713,phone,0,0,0,0,0.0673,67332.0,77.008,-2.698595042331455,THA_phone,202408_phone,THA_202408
VNM,11,202408,20,851713,phone,0,1,0,0,201.1541,201154113.0,230062.042,5.304071280986977,VNM_phone,202408_phone,VNM_202408
IND,3,202408,20,851713,phone,0,0,0,0,367.4525,367452527.0,420259.26,5.90659405859849,IND_phone,202408_phone,IND_202408
KOR,5,202408,20,851713,phone,0,0,0,0,7.6829,7682863.0,8786.97,2.038997080051736,KOR_phone,202408_phone,KOR_202408
TWN,10,202408,20,851713,phone,0,0,0,0,0.0815,81485.0,93.195,-2.50715225873532,TWN_phone,202408_phone,TWN_202408
MEX,6,202408,20,851713,phone,0,0,0,0,0.0364,36441.0,41.678,-3.313186504339442,MEX_phone,202408_phone,MEX_202408
JPN,4,202408,20,851713,phone,0,0,0,0,7.2223,7222289.0,8260.207,1.9771734617321992,JPN_phone,202408_phone,JPN_202408
DEU,2,202408,20,851713,phone,0,0,0,0,0.2029,202900.0,232.059,-1.595042032150368,DEU_phone,202408_phone,DEU_202408
CHN,1,202408,20,851713,phone,0,0,0,0,2766.8578,2766857787.0,3164483.904,7.9254675870677165,CHN_phone,202408_phone,CHN_202408
PHL,8,202409,21,851713,phone,0,0,0,0,0.0427,42673.0,48.806,-3.1535563587475584,PHL_phone,202409_phone,PHL_202409
MYS,7,202409,21,851713,phone,0,0,0,0,9.9116,9911590.0,11335.988,2.2937057883874505,MYS_phone,202409_phone,MYS_202409
THA,9,202409,21,851713,phone,0,0,0,0,0.084,84041.0,96.119,-2.4769384801388235,THA_phone,202409_phone,THA_202409
VNM,11,202409,21,851713,phone,0,1,0,0,186.9972,186997179.0,213870.61,5.231093643480454,VNM_phone,202409_phone,VNM_202409
IND,3,202409,21,851713,phone,0,0,0,0,294.3378,294337765.0,336637.15,5.684728087358642,IND_phone,202409_phone,IND_202409
KOR,5,202409,21,851713,phone,0,0,0,0,8.2014,8201380.0,9380.003,2.1043048714045254,KOR_phone,202409_phone,KOR_202409
TWN,10,202409,21,851713,phone,0,0,0,0,0.0979,97950.0,112.026,-2.3238087294456724,TWN_phone,202409_phone,TWN_202409
MEX,6,202409,21,851713,phone,0,0,0,0,0.1221,122094.0,139.64,-2.102914897865478,MEX_phone,202409_phone,MEX_202409
JPN,4,202409,21,851713,phone,0,0,0,0,7.4665,7466474.0,8539.484,2.0104263485151863,JPN_phone,202409_phone,JPN_202409
DEU,2,202409,21,851713,phone,0,0,0,0,0.0923,92297.0,105.561,-2.3827111374733305,DEU_phone,202409_phone,DEU_202409
CHN,1,202409,21,851713,phone,0,0,0,0,5454.5142,5454514211.0,6238384.389,8.60419883838945,CHN_phone,202409_phone,CHN_202409
PHL,8,202410,22,851713,phone,0,0,0,0,0.06,60037.0,68.665,-2.8134107167600364,PHL_phone,202410_phone,PHL_202410
MYS,7,202410,22,851713,phone,0,0,0,0,11.8159,11815916.0,13513.985,2.4694460820923863,MYS_phone,202410_phone,MYS_202410
THA,9,202410,22,851713,phone,0,0,0,0,0.1146,114606.0,131.076,-2.166307474701498,THA_phone,202410_phone,THA_202410
VNM,11,202410,22,851713,phone,0,1,0,0,176.4588,176458827.0,201817.788,5.173087421362811,VNM_phone,202410_phone,VNM_202410
IND,3,202410,22,851713,phone,0,0,0,0,435.7966,435796636.0,498425.126,6.077175620736167,IND_phone,202410_phone,IND_202410
KOR,5,202410,22,851713,phone,0,0,0,0,11.4435,11443470.0,13088.015,2.4374218832162566,KOR_phone,202410_phone,KOR_202410
TWN,10,202410,22,851713,phone,0,0,0,0,0.0432,43208.0,49.417,-3.1419147837320724,TWN_phone,202410_phone,TWN_202410
MEX,6,202410,22,851713,phone,0,0,0,0,0.0379,37927.0,43.378,-3.2728041668937564,MEX_phone,202410_phone,MEX_202410
JPN,4,202410,22,851713,phone,0,0,0,0,5.4537,5453739.0,6237.498,1.6962942774099887,JPN_phone,202410_phone,JPN_202410
DEU,2,202410,22,851713,phone,0,0,0,0,0.2171,217081.0,248.278,-1.527397202097891,DEU_phone,202410_phone,DEU_202410
CHN,1,202410,22,851713,phone,0,0,0,0,6338.7752,6338775237.0,7249722.882,8.754440842648556,CHN_phone,202410_phone,CHN_202410
PHL,8,202411,23,851713,phone,0,0,0,0,0.0259,25871.0,29.589,-3.653512310276645,PHL_phone,202411_phone,PHL_202411
MYS,7,202411,23,851713,phone,0,0,0,0,13.7233,13723331.0,15695.516,2.6190951181576323,MYS_phone,202411_phone,MYS_202411
THA,9,202411,23,851713,phone,0,0,0,0,0.4246,424615.0,485.637,-0.8566077297129814,THA_phone,202411_phone,THA_202411
VNM,11,202411,23,851713,phone,0,1,0,0,174.8771,174877054.0,200008.698,5.1640834414910985,VNM_phone,202411_phone,VNM_202411
KOR,5,202411,23,851713,phone,0,0,0,0,7.3185,7318524.0,8370.272,1.9904053889418645,KOR_phone,202411_phone,KOR_202411
IND,3,202411,23,851713,phone,0,0,0,0,525.7426,525742640.0,601297.302,6.2648117393529885,IND_phone,202411_phone,IND_202411
TWN,10,202411,23,851713,phone,0,0,0,0,0.1415,141483.0,161.816,-1.9554555618988447,TWN_phone,202411_phone,TWN_202411
MEX,6,202411,23,851713,phone,0,0,0,0,0.0506,50575.0,57.843,-2.9838037026887174,MEX_phone,202411_phone,MEX_202411
JPN,4,202411,23,851713,phone,0,0,0,0,4.2941,4294077.0,4911.18,1.4572419874946896,JPN_phone,202411_phone,JPN_202411
DEU,2,202411,23,851713,phone,0,0,0,0,0.0661,66133.0,75.637,-2.7165865321244964,DEU_phone,202411_phone,DEU_202411
CHN,1,202411,23,851713,phone,0,0,0,0,4793.1231,4793123093.0,5481944.519,8.47493748211795,CHN_phone,202411_phone,CHN_202411
PHL,8,202412,24,851713,phone,0,0,0,0,0.0117,11737.0,13.424,-4.448166437178426,PHL_phone,202412_phone,PHL_202412
MYS,7,202412,24,851713,phone,0,0,0,0,16.4032,16403177.0,18760.483,2.79747643774756,MYS_phone,202412_phone,MYS_202412
THA,9,202412,24,851713,phone,0,0,0,0,0.3067,306743.0,350.825,-1.1818852078619313,THA_phone,202412_phone,THA_202412
IND,3,202412,24,851713,phone,0,0,0,0,966.8401,966840103.0,1105785.038,6.87403312500683,IND_phone,202412_phone,IND_202412
VNM,11,202412,24,851713,phone,0,1,0,0,131.6749,131674919.0,150597.968,4.88033600592356,VNM_phone,202412_phone,VNM_202412
KOR,5,202412,24,851713,phone,0,0,0,0,5.2476,5247590.0,6001.723,1.6577708292247382,KOR_phone,202412_phone,KOR_202412
TWN,10,202412,24,851713,phone,0,0,0,0,0.544,544029.0,622.212,-0.6088060321261943,TWN_phone,202412_phone,TWN_202412
MEX,6,202412,24,851713,phone,0,0,0,0,0.0111,11090.0,12.684,-4.500810170663849,MEX_phone,202412_phone,MEX_202412
JPN,4,202412,24,851713,phone,0,0,0,0,10.6318,10631842.0,12159.748,2.36384951009782,JPN_phone,202412_phone,JPN_202412
DEU,2,202412,24,851713,phone,0,0,0,0,0.217,216972.0,248.153,-1.5278579254416775,DEU_phone,202412_phone,DEU_202412
CHN,1,202412,24,851713,phone,0,0,0,0,3716.317,3716317039.0,4250390.283,8.220488403076798,CHN_phone,202412_phone,CHN_202412
PHL,8,202501,25,851713,phone,0,0,0,0,0.02,20000.0,22.874,-3.912023005428146,PHL_phone,202501_phone,PHL_202501
MYS,7,202501,25,851713,phone,0,0,0,0,16.692,16691994.0,19090.806,2.814929562729306,MYS_phone,202501_phone,MYS_202501
THA,9,202501,25,851713,phone,0,0,0,0,0.2682,268184.0,306.725,-1.316022308134559,THA_phone,202501_phone,THA_202501
VNM,11,202501,25,851713,phone,0,1,0,0,381.4181,381418138.0,436231.874,5.943896148778616,VNM_phone,202501_phone,VNM_202501
IND,3,202501,25,851713,phone,0,0,0,0,1338.1708,1338170834.0,1530479.841,7.199058885754948,IND_phone,202501_phone,IND_202501
KOR,5,202501,25,851713,phone,0,0,0,0,6.4146,6414586.0,7336.428,1.8585766422653722,KOR_phone,202501_phone,KOR_202501
TWN,10,202501,25,851713,phone,0,0,0,0,0.1321,132117.0,151.104,-2.0241960674538575,TWN_phone,202501_phone,TWN_202501
MEX,6,202501,25,851713,phone,0,0,0,0,0.0473,47299.0,54.096,-3.0512449834842497,MEX_phone,202501_phone,MEX_202501
JPN,4,202501,25,851713,phone,0,0,0,0,1.8674,1867391.0,2135.754,0.6245470890676884,JPN_phone,202501_phone,JPN_202501
DEU,2,202501,25,851713,phone,0,0,0,0,0.0618,61760.0,70.636,-2.783851914518492,DEU_phone,202501_phone,DEU_202501
CHN,1,202501,25,851713,phone,0,0,0,0,3558.1188,3558118784.0,4069457.301,8.17698725721305,CHN_phone,202501_phone,CHN_202501
PHL,8,202502,26,851713,phone,0,0,0,0,0.063,62990.0,72.042,-2.7646205525906042,PHL_phone,202502_phone,PHL_202502
MYS,7,202502,26,851713,phone,0,0,0,0,3.5593,3559321.0,4070.832,1.2695638963163975,MYS_phone,202502_phone,MYS_202502
THA,9,202502,26,851713,phone,0,0,0,0,0.3481,348142.0,398.174,-1.0552654841647438,THA_phone,202502_phone,THA_202502
VNM,11,202502,26,851713,phone,0,1,0,0,704.9822,704982189.0,806295.43,6.5581725542665765,VNM_phone,202502_phone,VNM_202502
IND,3,202502,26,851713,phone,0,0,0,0,1740.3127,1740312669.0,1990413.622,7.4618200887058705,IND_phone,202502_phone,IND_202502
KOR,5,202502,26,851713,phone,0,0,0,0,6.8907,6890742.0,7881.013,1.9301726763816816,KOR_phone,202502_phone,KOR_202502
TWN,10,202502,26,851713,phone,0,0,0,0,0.2014,201440.0,230.389,-1.602462298697675,TWN_phone,202502_phone,TWN_202502
MEX,6,202502,26,851713,phone,0,0,0,0,0.0147,14680.0,16.79,-4.219907785197447,MEX_phone,202502_phone,MEX_202502
JPN,4,202502,26,851713,phone,0,0,0,0,2.4991,2499139.0,2858.291,0.9159306670585988,JPN_phone,202502_phone,JPN_202502
DEU,2,202502,26,851713,phone,0,0,0,0,0.2138,213799.0,244.524,-1.5427142803911922,DEU_phone,202502_phone,DEU_202502
CHN,1,202502,26,851713,phone,0,0,0,0,2595.0053,2595005348.0,2967934.49,7.861343837987113,CHN_phone,202502_phone,CHN_202502
PHL,8,202503,27,851713,phone,0,0,0,0,0.0302,30203.0,34.543,-3.499913354601313,PHL_phone,202503_phone,PHL_202503
MYS,7,202503,27,851713,phone,0,0,0,0,6.8836,6883589.0,7872.832,1.929141770908619,MYS_phone,202503_phone,MYS_202503
THA,9,202503,27,851713,phone,0,0,0,0,0.3153,315280.0,360.589,-1.1542307124311217,THA_phone,202503_phone,THA_202503
VNM,11,202503,27,851713,phone,0,1,0,0,459.4597,459459697.0,525488.814,6.130051233923403,VNM_phone,202503_phone,VNM_202503
KOR,5,202503,27,851713,phone,0,0,0,0,6.553,6552984.0,7494.716,1.8799229600573597,KOR_phone,202503_phone,KOR_202503
IND,3,202503,27,851713,phone,0,0,0,0,2357.5216,2357521603.0,2696321.872,7.765366176713783,IND_phone,202503_phone,IND_202503
TWN,10,202503,27,851713,phone,0,0,0,0,0.0793,79272.0,90.664,-2.5345171503413346,TWN_phone,202503_phone,TWN_202503
MEX,6,202503,27,851713,phone,0,0,0,0,0.0305,30517.0,34.903,-3.4900285953687713,MEX_phone,202503_phone,MEX_202503
JPN,4,202503,27,851713,phone,0,0,0,0,5.3066,5306571.0,6069.18,1.668951328855144,JPN_phone,202503_phone,JPN_202503
DEU,2,202503,27,851713,phone,0,0,0,0,0.1169,116874.0,133.67,-2.1464364105041143,DEU_phone,202503_phone,DEU_202503
CHN,1,202503,27,851713,phone,0,0,0,0,3001.9333,3001933280.0,3433342.18,8.007011793425587,CHN_phone,202503_phone,CHN_202503
PHL,8,202504,28,851713,phone,0,0,1,0,0.0427,42683.0,48.817,-3.1535563587475584,PHL_phone,202504_phone,PHL_202504
MYS,7,202504,28,851713,phone,0,0,1,0,5.3388,5338838.0,6106.084,1.6750009086178594,MYS_phone,202504_phone,MYS_202504
THA,9,202504,28,851713,phone,0,0,1,0,0.2202,220151.0,251.789,-1.5132190546935573,THA_phone,202504_phone,THA_202504
VNM,11,202504,28,851713,phone,0,1,1,0,433.7038,433703783.0,496031.508,6.07236181261986,VNM_phone,202504_phone,VNM_202504
IND,3,202504,28,851713,phone,0,0,1,0,1777.2355,1777235460.0,2032642.6,7.482814346104204,IND_phone,202504_phone,IND_202504
KOR,5,202504,28,851713,phone,0,0,1,0,19.9103,19910322.0,22771.641,2.9912371857677096,KOR_phone,202504_phone,KOR_202504
TWN,10,202504,28,851713,phone,0,0,1,0,0.2015,201459.0,230.411,-1.6019658975953994,TWN_phone,202504_phone,TWN_202504
MEX,6,202504,28,851713,phone,0,0,1,0,0.3838,383790.0,438.945,-0.9576336954085376,MEX_phone,202504_phone,MEX_202504
JPN,4,202504,28,851713,phone,0,0,1,0,1.2569,1256939.0,1437.574,0.22864837194865467,JPN_phone,202504_phone,JPN_202504
DEU,2,202504,28,851713,phone,0,0,1,0,0.2204,220370.0,252.039,-1.5123112017033775,DEU_phone,202504_phone,DEU_202504
CHN,1,202504,28,851713,phone,0,0,1,0,836.5358,836535771.0,956754.624,6.7292693168810915,CHN_phone,202504_phone,CHN_202504
PHL,8,202505,29,851713,phone,0,0,1,0,0.0998,99759.0,114.095,-2.304587095664719,PHL_phone,202505_phone,PHL_202505
MYS,7,202505,29,851713,phone,0,0,1,0,7.8821,7882127.0,9014.87,2.064594365827576,MYS_phone,202505_phone,MYS_202505
THA,9,202505,29,851713,phone,0,0,1,0,0.1513,151347.0,173.097,-1.888490658187827,THA_phone,202505_phone,THA_202505
VNM,11,202505,29,851713,phone,0,1,1,0,553.353,553352980.0,632875.534,6.315996134219546,VNM_phone,202505_phone,VNM_202505
IND,3,202505,29,851713,phone,0,0,1,0,2133.5501,2133550081.0,2440163.322,7.665542584892771,IND_phone,202505_phone,IND_202505
KOR,5,202505,29,851713,phone,0,0,1,0,30.935,30934977.0,35380.654,3.431888228982952,KOR_phone,202505_phone,KOR_202505
TWN,10,202505,29,851713,phone,0,0,1,0,0.254,253968.0,290.466,-1.3704210119636004,TWN_phone,202505_phone,TWN_202505
JPN,4,202505,29,851713,phone,0,0,1,0,1.9119,1911916.0,2186.678,0.648097512006221,JPN_phone,202505_phone,JPN_202505
MEX,6,202505,29,851713,phone,0,0,1,0,0.3422,342211.0,391.39,-1.072359917524044,MEX_phone,202505_phone,MEX_202505
DEU,2,202505,29,851713,phone,0,0,1,0,0.0442,44233.0,50.59,-3.1190304898984844,DEU_phone,202505_phone,DEU_202505
CHN,1,202505,29,851713,phone,0,0,1,0,526.3136,526313556.0,601950.264,6.265897232801089,CHN_phone,202505_phone,CHN_202505
PHL,8,202506,30,851713,phone,0,0,1,0,0.0614,61447.0,70.278,-2.79034544382904,PHL_phone,202506_phone,PHL_202506
MYS,7,202506,30,851713,phone,0,0,1,0,7.607,7606977.0,8700.178,2.029068876015164,MYS_phone,202506_phone,MYS_202506
THA,9,202506,30,851713,phone,0,0,1,0,0.1559,155866.0,178.266,-1.8585405029184061,THA_phone,202506_phone,THA_202506
IND,3,202506,30,851713,phone,0,0,1,0,2283.9137,2283913732.0,2612135.787,7.733645785473604,IND_phone,202506_phone,IND_202506
VNM,11,202506,30,851713,phone,0,1,1,0,416.843,416842981.0,476747.634,6.032709652104374,VNM_phone,202506_phone,VNM_202506
KOR,5,202506,30,851713,phone,0,0,1,0,17.5171,17517056.0,20034.438,2.8631775466932963,KOR_phone,202506_phone,KOR_202506
TWN,10,202506,30,851713,phone,0,0,1,0,1.2306,1230644.0,1407.5,0.2075018553242528,TWN_phone,202506_phone,TWN_202506
MEX,6,202506,30,851713,phone,0,0,1,0,0.332,331976.0,379.684,-1.1026203100656484,MEX_phone,202506_phone,MEX_202506
JPN,4,202506,30,851713,phone,0,0,1,0,0.5573,557307.0,637.398,-0.5846515844066463,JPN_phone,202506_phone,JPN_202506
DEU,2,202506,30,851713,phone,0,0,1,0,0.1097,109728.0,125.497,-2.2100059117009523,DEU_phone,202506_phone,DEU_202506
CHN,1,202506,30,851713,phone,0,0,1,0,729.3657,729365688.0,834183.091,6.592175252316856,CHN_phone,202506_phone,CHN_202506
PHL,8,202507,31,851713,phone,0,0,1,0,0.1682,168168.0,192.335,-1.7826015314432895,PHL_phone,202507_phone,PHL_202507
MYS,7,202507,31,851713,phone,0,0,1,0,7.7302,7730219.0,8841.132,2.0451347354858407,MYS_phone,202507_phone,MYS_202507
THA,9,202507,31,851713,phone,0,0,1,0,0.3073,307281.0,351.44,-1.179930809845698,THA_phone,202507_phone,THA_202507
VNM,11,202507,31,851713,phone,0,1,1,0,600.3693,600369346.0,686648.638,6.397544965873711,VNM_phone,202507_phone,VNM_202507
IND,3,202507,31,851713,phone,0,0,1,0,1615.5555,1615555472.0,1847727.524,7.387434139363395,IND_phone,202507_phone,IND_202507
KOR,5,202507,31,851713,phone,0,0,1,0,4.7039,4703888.0,5379.885,1.5483919518669593,KOR_phone,202507_phone,KOR_202507
TWN,10,202507,31,851713,phone,0,0,1,0,0.957,957018.0,1094.551,-0.04395188752918283,TWN_phone,202507_phone,TWN_202507
MEX,6,202507,31,851713,phone,0,0,1,0,0.2314,231358.0,264.607,-1.463607464222561,MEX_phone,202507_phone,MEX_202507
JPN,4,202507,31,851713,phone,0,0,1,0,8.7427,8742726.0,9999.146,2.1682190664452263,JPN_phone,202507_phone,JPN_202507
DEU,2,202507,31,851713,phone,0,0,1,0,0.122,122046.0,139.585,-2.1037342342488805,DEU_phone,202507_phone,DEU_202507
CHN,1,202507,31,851713,phone,0,0,1,0,749.0236,749023603.0,856666.052,6.6187704916990695,CHN_phone,202507_phone,CHN_202507
PHL,8,202508,32,851713,phone,0,0,1,0,0.0787,78665.0,77.942,-2.5421121235587796,PHL_phone,202508_phone,PHL_202508
MYS,7,202508,32,851713,phone,0,0,1,0,11.1153,11115323.0,11013.099,2.408322537605228,MYS_phone,202508_phone,MYS_202508
KOR,5,202508,32,851713,phone,0,0,1,0,2.9358,2935761.0,2908.762,1.0769799885409959,KOR_phone,202508_phone,KOR_202508
VNM,11,202508,32,851713,phone,0,1,1,0,671.6404,671640433.0,665463.597,6.509723078248235,VNM_phone,202508_phone,VNM_202508
IND,3,202508,32,851713,phone,0,0,1,0,938.3583,938358304.0,929728.559,6.844131859011744,IND_phone,202508_phone,IND_202508
TWN,10,202508,32,851713,phone,0,0,1,0,1.4103,1410329.0,1397.359,0.34380244771605756,TWN_phone,202508_phone,TWN_202508
JPN,4,202508,32,851713,phone,0,0,1,0,2.7807,2780700.0,2755.127,1.0227026945677595,JPN_phone,202508_phone,JPN_202508
MEX,6,202508,32,851713,phone,0,0,1,0,0.3379,337900.0,334.792,-1.0850052852618928,MEX_phone,202508_phone,MEX_202508
DEU,2,202508,32,851713,phone,0,0,1,0,0.0352,35172.0,34.849,-3.3467091963780855,DEU_phone,202508_phone,DEU_202508
CHN,1,202508,32,851713,phone,0,0,1,0,847.2649,847264945.0,839472.953,6.742013396641169,CHN_phone,202508_phone,CHN_202508
PHL,8,202509,33,851713,phone,0,0,1,0,0.1904,190380.0,188.629,-1.658628156624872,PHL_phone,202509_phone,PHL_202509
MYS,7,202509,33,851713,phone,0,0,1,0,7.1264,7126446.0,7060.907,1.9638061980809114,MYS_phone,202509_phone,MYS_202509
IND,3,202509,33,851713,phone,0,0,1,0,771.461,771461018.0,764366.168,6.648286119650558,IND_phone,202509_phone,IND_202509
VNM,11,202509,33,851713,phone,0,1,1,0,534.8136,534813625.0,529895.136,6.281918274971765,VNM_phone,202509_phone,VNM_202509
KOR,5,202509,33,851713,phone,0,0,1,0,3.4446,3444556.0,3412.878,1.2368077874195091,KOR_phone,202509_phone,KOR_202509
TWN,10,202509,33,851713,phone,0,0,1,0,1.2919,1291879.0,1279.998,0.25611400298411857,TWN_phone,202509_phone,TWN_202509
MEX,6,202509,33,851713,phone,0,0,1,0,0.1731,173087.0,171.495,-1.7538858167999734,MEX_phone,202509_phone,MEX_202509
JPN,4,202509,33,851713,phone,0,0,1,0,4.0857,4085740.0,4048.165,1.4074930722608843,JPN_phone,202509_phone,JPN_202509
DEU,2,202509,33,851713,phone,0,0,1,0,0.1984,198417.0,196.592,-1.6174700841313647,DEU_phone,202509_phone,DEU_202509
CHN,1,202509,33,851713,phone,0,0,1,0,3469.3342,3469334231.0,3437428.008,8.151717981332041,CHN_phone,202509_phone,CHN_202509
PHL,8,202510,34,851713,phone,0,0,1,0,0.2584,258424.0,256.047,-1.35324650707369,PHL_phone,202510_phone,PHL_202510
MYS,7,202510,34,851713,phone,0,0,1,0,9.3169,9316896.0,9231.212,2.231829955342104,MYS_phone,202510_phone,MYS_202510
IND,3,202510,34,851713,phone,0,0,1,0,1772.8755,1772875518.0,1756571.018,7.480358083642511,IND_phone,202510_phone,IND_202510
THA,9,202510,34,851713,phone,0,0,1,0,0.1976,197638.0,195.82,-1.6215104936683695,THA_phone,202510_phone,THA_202510
VNM,11,202510,34,851713,phone,0,1,1,0,489.6266,489626589.0,485123.669,6.193643059787651,VNM_phone,202510_phone,VNM_202510
KOR,5,202510,34,851713,phone,0,0,1,0,2.2532,2253201.0,2232.479,0.8123514280384219,KOR_phone,202510_phone,KOR_202510
TWN,10,202510,34,851713,phone,0,0,1,0,1.3291,1329143.0,1316.919,0.28450202144514997,TWN_phone,202510_phone,TWN_202510
MEX,6,202510,34,851713,phone,0,0,1,0,0.0262,26179.0,25.938,-3.6419958682150857,MEX_phone,202510_phone,MEX_202510
JPN,4,202510,34,851713,phone,0,0,1,0,2.9636,2963625.0,2936.37,1.0864047455603647,JPN_phone,202510_phone,JPN_202510
DEU,2,202510,34,851713,phone,0,0,1,0,0.0455,45542.0,45.123,-3.0900429530252325,DEU_phone,202510_phone,DEU_202510
CHN,1,202510,34,851713,phone,0,0,1,0,3357.1481,3357148098.0,3326273.611,8.118847112777845,CHN_phone,202510_phone,CHN_202510
PHL,8,202511,35,851713,phone,0,0,1,0,0.0652,65200.0,64.6,-2.73029581004953,PHL_phone,202511_phone,PHL_202511
MYS,7,202511,35,851713,phone,0,0,1,0,5.2772,5277172.0,5228.64,1.6633956540274843,MYS_phone,202511_phone,MYS_202511
IND,3,202511,35,851713,phone,0,0,1,0,2479.427,2479426980.0,2456624.579,7.815782764076141,IND_phone,202511_phone,IND_202511
THA,9,202511,35,851713,phone,0,0,1,0,0.0711,71062.0,70.408,-2.643667942172942,THA_phone,202511_phone,THA_202511
KOR,5,202511,35,851713,phone,0,0,1,0,6.7892,6789211.0,6726.773,1.9153331143052392,KOR_phone,202511_phone,KOR_202511
VNM,11,202511,35,851713,phone,0,1,1,0,319.0724,319072377.0,316137.983,5.765418036281139,VNM_phone,202511_phone,VNM_202511
TWN,10,202511,35,851713,phone,0,0,1,0,2.993,2993008.0,2965.482,1.0962762288705619,TWN_phone,202511_phone,TWN_202511
MEX,6,202511,35,851713,phone,0,0,1,0,0.9547,954700.0,945.92,-0.04635812397814956,MEX_phone,202511_phone,MEX_202511
JPN,4,202511,35,851713,phone,0,0,1,0,4.5797,4579654.0,4537.537,1.5216334937973257,JPN_phone,202511_phone,JPN_202511
DEU,2,202511,35,851713,phone,0,0,1,0,0.1474,147362.0,146.007,-1.9146052992269007,DEU_phone,202511_phone,DEU_202511
CHN,1,202511,35,851713,phone,0,0,1,0,2503.8448,2503844777.0,2480817.814,7.825582749468427,CHN_phone,202511_phone,CHN_202511
PHL,8,202512,36,851713,phone,0,0,1,0,0.5049,504925.0,500.281,-0.683394889117267,PHL_phone,202512_phone,PHL_202512
MYS,7,202512,36,851713,phone,0,0,1,0,7.061,7060971.0,6996.034,1.9545866845342097,MYS_phone,202512_phone,MYS_202512
THA,9,202512,36,851713,phone,0,0,1,0,0.1187,118701.0,117.609,-2.1311559773665145,THA_phone,202512_phone,THA_202512
IND,3,202512,36,851713,phone,0,0,1,0,2938.5319,2938531922.0,2911507.298,7.98566538187263,IND_phone,202512_phone,IND_202512
VNM,11,202512,36,851713,phone,0,1,1,0,325.4396,325439580.0,322446.629,5.785176883754228,VNM_phone,202512_phone,VNM_202512
KOR,5,202512,36,851713,phone,0,0,1,0,13.8066,13806628.0,13679.653,2.6251467387024463,KOR_phone,202512_phone,KOR_202512
TWN,10,202512,36,851713,phone,0,0,1,0,1.9561,1956051.0,1938.062,0.6709526950501766,TWN_phone,202512_phone,TWN_202512
MEX,6,202512,36,851713,phone,0,0,1,0,0.0094,9443.0,9.356,-4.667045589706179,MEX_phone,202512_phone,MEX_202512
JPN,4,202512,36,851713,phone,0,0,1,0,8.1644,8164445.0,8089.36,2.0997832393377505,JPN_phone,202512_phone,JPN_202512
DEU,2,202512,36,851713,phone,0,0,1,0,0.1313,131332.0,130.124,-2.0302704976733867,DEU_phone,202512_phone,DEU_202512
CHN,1,202512,36,851713,phone,0,0,1,0,1508.7012,1508701243.0,1494826.259,7.3190044272324695,CHN_phone,202512_phone,CHN_202512
VNM,11,202301,1,851770,parts,1,1,0,0,20.9129,20912876.0,0.0,3.040366193446216,VNM_parts,202301_parts,VNM_202301
VNM,11,202302,2,851770,parts,1,1,0,0,28.0923,28092291.0,0.0,3.335495517436676,VNM_parts,202302_parts,VNM_202302
VNM,11,202303,3,851770,parts,1,1,0,0,53.8051,53805115.0,0.0,3.985368258213959,VNM_parts,202303_parts,VNM_202303
VNM,11,202304,4,851770,parts,1,1,0,0,24.992,24992004.0,0.0,3.2185557736572754,VNM_parts,202304_parts,VNM_202304
VNM,11,202305,5,851770,parts,1,1,0,0,20.1246,20124587.0,0.0,3.0019429473307038,VNM_parts,202305_parts,VNM_202305
VNM,11,202306,6,851770,parts,1,1,0,0,25.4342,25434189.0,0.0,3.236094725057455,VNM_parts,202306_parts,VNM_202306
VNM,11,202307,7,851770,parts,1,1,0,0,18.8504,18850397.0,0.0,2.9365341338280264,VNM_parts,202307_parts,VNM_202307
VNM,11,202308,8,851770,parts,1,1,0,0,20.2859,20285946.0,0.0,3.009926063433619,VNM_parts,202308_parts,VNM_202308
VNM,11,202309,9,851770,parts,1,1,0,0,22.8125,22812517.0,0.0,3.1273086313427103,VNM_parts,202309_parts,VNM_202309
VNM,11,202310,10,851770,parts,1,1,0,0,16.2127,16212654.0,0.0,2.7857948857268426,VNM_parts,202310_parts,VNM_202310
VNM,11,202311,11,851770,parts,1,1,0,0,22.2902,22290246.0,0.0,3.1041471199909916,VNM_parts,202311_parts,VNM_202311
VNM,11,202312,12,851770,parts,1,1,0,0,23.9666,23966605.0,0.0,3.176661194413854,VNM_parts,202312_parts,VNM_202312
VNM,11,202401,13,851770,parts,1,1,0,0,20.733,20732965.0,0.0,3.031726633777367,VNM_parts,202401_parts,VNM_202401
VNM,11,202402,14,851770,parts,1,1,0,0,23.5664,23566368.0,0.0,3.1598219687531417,VNM_parts,202402_parts,VNM_202402
VNM,11,202403,15,851770,parts,1,1,0,0,56.0408,56040768.0,0.0,4.026079996884399,VNM_parts,202403_parts,VNM_202403
